ball_id,match_id,innings_index,over,ball_in_over,ball_number,ball_index,batting_team,batsman,bowler,event_type,event_token,result_raw,is_wicket,is_boundary,bat_runs,extras_runs,innings_runs,innings_wickets,innings_overs,crr,target_runs,runs_remaining,balls_remaining,rrr,phase
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,3,12.3,77,SL,Sangakkara,Sreesanth,boundary,4,FOUR runs,false,true,4,0,48,1,12.5,3.84,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,4,12.4,78,SL,Sangakkara,Sreesanth,dot,•,no run,false,false,0,0,48,1,12.67,3.79,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,5,12.5,79,SL,Sangakkara,Sreesanth,dot,•,no run,false,false,0,0,48,1,12.83,3.74,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,6,12.6,80,SL,Sangakkara,Sreesanth,extra,2nb,(no ball) 1 run,false,false,0,2,50,1,12.83,3.9,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,6,12.6,81,SL,Dilshan,Sreesanth,boundary,4,FOUR runs,false,true,4,0,54,1,13.0,4.15,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,1,13.1,82,SL,Sangakkara,Patel,dot,•,no run,false,false,0,0,54,1,13.17,4.1,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,2,13.2,83,SL,Sangakkara,Patel,run,1,1 run,false,false,1,0,55,1,13.33,4.12,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,3,13.3,84,SL,Dilshan,Patel,extra,1lb,1 leg bye,false,false,0,1,56,1,13.5,4.15,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,4,13.4,85,SL,Sangakkara,Patel,dot,•,no run,false,false,0,0,56,1,13.67,4.1,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,5,13.5,86,SL,Sangakkara,Patel,dot,•,no run,false,false,0,0,56,1,13.83,4.05,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,6,13.6,87,SL,Sangakkara,Patel,dot,•,no run,false,false,0,0,56,1,14.0,4.0,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,1,14.1,88,SL,Dilshan,Harbhajan,run,1,1 run,false,false,1,0,57,1,14.17,4.02,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,2,14.2,89,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,58,1,14.33,4.05,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,3,14.3,90,SL,Dilshan,Harbhajan,dot,•,no run,false,false,0,0,58,1,14.5,4.0,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,4,14.4,91,SL,Dilshan,Harbhajan,dot,•,no run,false,false,0,0,58,1,14.67,3.95,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,5,14.5,92,SL,Dilshan,Harbhajan,dot,•,no run,false,false,0,0,58,1,14.83,3.91,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,6,14.6,93,SL,Dilshan,Harbhajan,dot,•,no run,false,false,0,0,58,1,15.0,3.87,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:15.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,15,1,15.1,94,SL,Sangakkara,Patel,run,1,1 run,false,false,1,0,59,1,15.17,3.89,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:15.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,15,2,15.2,95,SL,Dilshan,Patel,dot,•,no run,false,false,0,0,59,1,15.33,3.85,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:15.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,15,3,15.3,96,SL,Dilshan,Patel,dot,•,no run,false,false,0,0,59,1,15.5,3.81,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:15.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,15,4,15.4,97,SL,Dilshan,Patel,dot,•,no run,false,false,0,0,59,1,15.67,3.77,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:15.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,15,5,15.5,98,SL,Dilshan,Patel,run,1,1 run,false,false,1,0,60,1,15.83,3.79,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:15.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,15,6,15.6,99,SL,Sangakkara,Patel,dot,•,no run,false,false,0,0,60,1,16.0,3.75,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:16.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,16,1,16.1,100,SL,Dilshan,Harbhajan,dot,•,no run,false,false,0,0,60,1,16.17,3.71,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:16.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,16,2,16.2,101,SL,Dilshan,Harbhajan,dot,•,no run,false,false,0,0,60,1,16.33,3.67,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:16.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,16,3,16.3,102,SL,Dilshan,Harbhajan,wicket,W,OUT,true,false,0,0,60,2,16.5,3.64,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:16.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,16,4,16.4,103,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,61,2,16.67,3.66,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:16.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,16,5,16.5,104,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,62,2,16.83,3.68,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:16.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,16,6,16.6,105,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,63,2,17.0,3.71,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:17.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,17,1,17.1,106,SL,Mahela Jayawardene,Patel,dot,•,no run,false,false,0,0,63,2,17.17,3.67,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:17.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,17,2,17.2,107,SL,Mahela Jayawardene,Patel,dot,•,no run,false,false,0,0,63,2,17.33,3.63,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:17.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,17,3,17.3,108,SL,Mahela Jayawardene,Patel,dot,•,no run,false,false,0,0,63,2,17.5,3.6,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:17.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,17,4,17.4,109,SL,Mahela Jayawardene,Patel,run,2,2 runs,false,false,2,0,65,2,17.67,3.68,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:17.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,17,5,17.5,110,SL,Mahela Jayawardene,Patel,dot,•,no run,false,false,0,0,65,2,17.83,3.64,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:17.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,17,6,17.6,111,SL,Mahela Jayawardene,Patel,dot,•,no run,false,false,0,0,65,2,18.0,3.61,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:18.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,18,1,18.1,112,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,66,2,18.17,3.63,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:18.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,18,2,18.2,113,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,67,2,18.33,3.65,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:18.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,18,3,18.3,114,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,68,2,18.5,3.68,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:18.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,18,4,18.4,115,SL,Mahela Jayawardene,Harbhajan,boundary,4,FOUR runs,false,true,4,0,72,2,18.67,3.86,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:18.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,18,5,18.5,116,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,73,2,18.83,3.88,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:18.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,18,6,18.6,117,SL,Sangakkara,Harbhajan,boundary,4,FOUR runs,false,true,4,0,77,2,19.0,4.05,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:19.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,19,1,19.1,118,SL,Mahela Jayawardene,Sreesanth,run,1,1 run,false,false,1,0,78,2,19.17,4.07,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:19.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,19,2,19.2,119,SL,Sangakkara,Sreesanth,run,1,1 run,false,false,1,0,79,2,19.33,4.09,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:19.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,19,3,19.3,120,SL,Mahela Jayawardene,Sreesanth,boundary,4,FOUR runs,false,true,4,0,83,2,19.5,4.26,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:19.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,19,4,19.4,121,SL,Mahela Jayawardene,Sreesanth,dot,•,no run,false,false,0,0,83,2,19.67,4.22,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:19.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,19,5,19.5,122,SL,Mahela Jayawardene,Sreesanth,dot,•,no run,false,false,0,0,83,2,19.83,4.18,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:19.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,19,6,19.6,123,SL,Mahela Jayawardene,Sreesanth,dot,•,no run,false,false,0,0,83,2,20.0,4.15,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:20.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,20,1,20.1,124,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,83,2,20.17,4.12,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:20.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,20,2,20.2,125,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,83,2,20.33,4.08,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:20.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,20,3,20.3,126,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,83,2,20.5,4.05,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:20.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,20,4,20.4,127,SL,Sangakkara,Harbhajan,run,2,2 runs,false,false,2,0,85,2,20.67,4.11,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:20.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,20,5,20.5,128,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,85,2,20.83,4.08,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:20.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,20,6,20.6,129,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,86,2,21.0,4.1,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:21.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,21,1,21.1,130,SL,Sangakkara,Yuvraj,dot,•,no run,false,false,0,0,86,2,21.17,4.06,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:21.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,21,2,21.2,131,SL,Sangakkara,Yuvraj,run,1,1 run,false,false,1,0,87,2,21.33,4.08,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:21.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,21,3,21.3,132,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,88,2,21.5,4.09,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:21.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,21,4,21.4,133,SL,Sangakkara,Yuvraj,run,1,1 run,false,false,1,0,89,2,21.67,4.11,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:21.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,21,5,21.5,134,SL,Mahela Jayawardene,Yuvraj,boundary,4,FOUR runs,false,true,4,0,93,2,21.83,4.26,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:21.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,21,6,21.6,135,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,94,2,22.0,4.27,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:22.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,22,1,22.1,136,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,95,2,22.17,4.29,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:22.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,22,2,22.2,137,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,95,2,22.33,4.25,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:22.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,22,3,22.3,138,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,95,2,22.5,4.22,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:22.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,22,4,22.4,139,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,95,2,22.67,4.19,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:22.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,22,5,22.5,140,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,96,2,22.83,4.2,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:22.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,22,6,22.6,141,SL,Mahela Jayawardene,Harbhajan,dot,•,no run,false,false,0,0,96,2,23.0,4.17,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:23.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,23,1,23.1,142,SL,Sangakkara,Yuvraj,dot,•,no run,false,false,0,0,96,2,23.17,4.14,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:23.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,23,2,23.2,143,SL,Sangakkara,Yuvraj,dot,•,no run,false,false,0,0,96,2,23.33,4.11,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:23.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,23,3,23.3,144,SL,Sangakkara,Yuvraj,run,1,1 run,false,false,1,0,97,2,23.5,4.13,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:23.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,23,4,23.4,145,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,97,2,23.67,4.1,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:23.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,23,5,23.5,146,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,98,2,23.83,4.11,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:23.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,23,6,23.6,147,SL,Sangakkara,Yuvraj,run,2,2 runs,false,false,2,0,100,2,24.0,4.17,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:24.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,24,1,24.1,148,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,101,2,24.17,4.18,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:24.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,24,2,24.2,149,SL,Sangakkara,Harbhajan,run,2,2 runs,false,false,2,0,103,2,24.33,4.23,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:24.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,24,3,24.3,150,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,103,2,24.5,4.2,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:24.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,24,4,24.4,151,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,103,2,24.67,4.18,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:24.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,24,5,24.5,152,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,104,2,24.83,4.19,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:24.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,24,6,24.6,153,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,105,2,25.0,4.2,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:25.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,25,1,25.1,154,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,106,2,25.17,4.21,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:25.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,25,2,25.2,155,SL,Sangakkara,Yuvraj,run,1,1 run,false,false,1,0,107,2,25.33,4.22,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:25.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,25,3,25.3,156,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,107,2,25.5,4.2,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:25.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,25,4,25.4,157,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,107,2,25.67,4.17,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:25.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,25,5,25.5,158,SL,Mahela Jayawardene,Yuvraj,boundary,4,FOUR runs,false,true,4,0,111,2,25.83,4.3,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:25.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,25,6,25.6,159,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,111,2,26.0,4.27,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:26.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,26,1,26.1,160,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,111,2,26.17,4.24,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:26.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,26,2,26.2,161,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,111,2,26.33,4.22,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:26.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,26,3,26.3,162,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,111,2,26.5,4.19,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:26.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,26,4,26.4,163,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,112,2,26.67,4.2,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:26.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,26,5,26.5,164,SL,Mahela Jayawardene,Harbhajan,dot,•,no run,false,false,0,0,112,2,26.83,4.17,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:26.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,26,6,26.6,165,SL,Mahela Jayawardene,Harbhajan,run,2,2 runs,false,false,2,0,114,2,27.0,4.22,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:27.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,27,1,27.1,166,SL,Sangakkara,Yuvraj,run,2,2 runs,false,false,2,0,116,2,27.17,4.27,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:27.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,27,2,27.2,167,SL,Sangakkara,Yuvraj,boundary,4,FOUR runs,false,true,4,0,120,2,27.33,4.39,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:27.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,27,3,27.3,168,SL,Sangakkara,Yuvraj,run,1,1 run,false,false,1,0,121,2,27.5,4.4,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:27.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,27,4,27.4,169,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,122,2,27.67,4.41,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:27.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,27,5,27.5,170,SL,Sangakkara,Yuvraj,wicket,W,OUT,true,false,0,0,122,3,27.83,4.38,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:27.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,27,6,27.6,171,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,122,3,28.0,4.36,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:28.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,28,1,28.1,172,SL,Mahela Jayawardene,Sreesanth,dot,•,no run,false,false,0,0,122,3,28.17,4.33,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:28.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,28,2,28.2,173,SL,Mahela Jayawardene,Sreesanth,run,1,1 run,false,false,1,0,123,3,28.33,4.34,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:28.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,28,3,28.3,174,SL,Thilan Samaraweera,Sreesanth,dot,•,no run,false,false,0,0,123,3,28.5,4.32,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:28.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,28,4,28.4,175,SL,Thilan Samaraweera,Sreesanth,boundary,4,FOUR runs,false,true,4,0,127,3,28.67,4.43,,,,,middle
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:28.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,28,5,28.5,176,SL,Thilan Samaraweera,Sreesanth,dot,•,no run,false,false,0,0,127,3,28.83,4.4,,,,,middle
